survey_weight,religious_affiliation,contact_with_other_religions,perception_christianity,perception_islam,perception_judaism,perception_buddhism,perception_hinduism,perception_religious_diversity,perception_atheism,left_right_political_orientation,selfishness_index,lack_of_social_support_index,negligence_to_others_index,trust_government_over_family_index,disregard_of_threats_index,religion_strength_index,trust_public_over_alternative_media_index,frequency_of_discrimination_index,country_of_residence_2.0,country_of_residence_3.0,country_of_residence_4.0,country_of_residence_5.0,country_of_residence_6.0,country_of_residence_7.0,age_2.0,age_3.0,age_4.0,age_5.0,income_group_2,income_group_3,income_group_4,income_group_5,income_group_6,income_group_7,income_group_8,income_group_9,gender_2.0,gender_3.0
0.110310412943363,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,0.380952380952381,0.33333333333333337,0.26666666666666666,0.6666666666666666,0.08333333333333333,0.578125,0.3333333333333333,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.228153198957443,7.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5555555555555556,0.6666666666666667,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.31992125511169,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,0.4444444444444445,0.4761904761904763,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.265625,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.376975536346436,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.2222222222222222,0.8571428571428571,0.0,0.2666666666666667,0.22222222222222224,0.4166666666666667,0.765625,0.16666666666666666,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.23348200321198,1.0,0.25,0.5,0.25,1.0,0.5,1.0,1.0,1.0,0.4444444444444445,0.4761904761904763,0.3333333333333333,0.2,0.3333333333333333,0.16666666666666666,0.46875,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.53324693441391,7.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,0.4761904761904763,0.0,0.4666666666666667,0.2222222222222222,0.08333333333333333,0.234375,0.3333333333333333,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.415490716695786,7.0,0.75,1.0,0.25,1.0,1.0,1.0,1.0,0.75,0.3333333333333333,0.8095238095238095,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.44323319196701,1.0,0.25,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.7777777777777777,0.5714285714285714,0.5,0.4,0.1111111111111111,0.25,0.609375,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.223490938544273,1.0,0.75,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6190476190476192,0.16666666666666666,0.39999999999999997,0.3333333333333333,0.16666666666666666,0.328125,0.8333333333333334,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.570389032363892,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.75,0.75,0.0,0.7142857142857143,0.16666666666666666,0.4,0.5555555555555556,0.3333333333333333,0.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
